date,weekday,iso_week,year,month,work_package,ap_title,planned_activity_raw,subactivity,planned_artifact,planned_hours,category,source_label
2027-01-08,Freitag,1,2027,1,AP3,Baselines und Evaluationspipeline,"B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren (geplante Etappe 2/8)","B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren",Baseline B3,8,AP,AP3
2027-01-11,Montag,2,2027,1,AP3,Baselines und Evaluationspipeline,"B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren (geplante Etappe 3/8)","B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren",Baseline B3,8,AP,AP3
2027-01-12,Dienstag,2,2027,1,AP3,Baselines und Evaluationspipeline,"B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren (geplante Etappe 4/8)","B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren",Baseline B3,8,AP,AP3
2027-01-13,Mittwoch,2,2027,1,AP3,Baselines und Evaluationspipeline,"B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren (geplante Etappe 5/8)","B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren",Baseline B3,8,AP,AP3
2027-01-14,Donnerstag,2,2027,1,AP3,Baselines und Evaluationspipeline,"B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren (geplante Etappe 6/8)","B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren",Baseline B3,8,AP,AP3
2027-01-15,Freitag,2,2027,1,AP3,Baselines und Evaluationspipeline,"B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren (geplante Etappe 7/8)","B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren",Baseline B3,8,AP,AP3
2027-01-18,Montag,3,2027,1,AP3,Baselines und Evaluationspipeline,"B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren (geplante Etappe 8/8)","B3 NLI-Baseline implementieren, Modelle vergleichen und Schwellenwerte validieren",Baseline B3,4,AP,AP3
2027-01-18,Montag,3,2027,1,AP3,Baselines und Evaluationspipeline,B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen (geplante Etappe 1/6),B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen,Baseline B4,4,AP,AP3
2027-01-19,Dienstag,3,2027,1,AP3,Baselines und Evaluationspipeline,B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen (geplante Etappe 1/6),B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen,Baseline B4,8,AP,AP3
2027-01-20,Mittwoch,3,2027,1,AP3,Baselines und Evaluationspipeline,B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen (geplante Etappe 2/6),B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen,Baseline B4,8,AP,AP3
2027-01-21,Donnerstag,3,2027,1,AP3,Baselines und Evaluationspipeline,B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen (geplante Etappe 3/6),B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen,Baseline B4,8,AP,AP3
2027-01-22,Freitag,3,2027,1,AP3,Baselines und Evaluationspipeline,B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen (geplante Etappe 4/6),B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen,Baseline B4,8,AP,AP3
2027-01-25,Montag,4,2027,1,AP3,Baselines und Evaluationspipeline,B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen (geplante Etappe 5/6),B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen,Baseline B4,8,AP,AP3
2027-01-26,Dienstag,4,2027,1,AP3,Baselines und Evaluationspipeline,B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen (geplante Etappe 6/6),B4 direkte LLM-Klassifikation mit strukturiertem Output implementieren und testen,Baseline B4,4,AP,AP3
2027-01-26,Dienstag,4,2027,1,AP3,Baselines und Evaluationspipeline,"Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten (geplante Etappe 1/4)","Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten",Experiment Infrastructure,4,AP,AP3
2027-01-27,Mittwoch,4,2027,1,AP3,Baselines und Evaluationspipeline,"Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten (geplante Etappe 1/4)","Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten",Experiment Infrastructure,8,AP,AP3
2027-01-28,Donnerstag,4,2027,1,AP3,Baselines und Evaluationspipeline,"Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten (geplante Etappe 2/4)","Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten",Experiment Infrastructure,8,AP,AP3
2027-01-29,Freitag,4,2027,1,AP3,Baselines und Evaluationspipeline,"Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten (geplante Etappe 3/4)","Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten",Experiment Infrastructure,8,AP,AP3
2027-02-01,Montag,5,2027,2,AP3,Baselines und Evaluationspipeline,"Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten (geplante Etappe 4/4)","Gemeinsame Experimentkonfiguration, Logging und Rohresultatspeicherung härten",Experiment Infrastructure,4,AP,AP3
2027-02-01,Montag,5,2027,2,AP3,Baselines und Evaluationspipeline,Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen (geplante Etappe 1/5),Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen,Baseline Results,4,AP,AP3
2027-02-02,Dienstag,5,2027,2,AP3,Baselines und Evaluationspipeline,Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen (geplante Etappe 1/5),Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen,Baseline Results,8,AP,AP3
2027-02-03,Mittwoch,5,2027,2,AP3,Baselines und Evaluationspipeline,Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen (geplante Etappe 2/5),Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen,Baseline Results,8,AP,AP3
2027-02-04,Donnerstag,5,2027,2,AP3,Baselines und Evaluationspipeline,Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen (geplante Etappe 3/5),Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen,Baseline Results,8,AP,AP3
2027-02-05,Freitag,5,2027,2,AP3,Baselines und Evaluationspipeline,Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen (geplante Etappe 4/5),Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen,Baseline Results,8,AP,AP3
2027-02-08,Montag,6,2027,2,AP3,Baselines und Evaluationspipeline,Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen (geplante Etappe 5/5),Baseline-Experimentserien auf Development/Validation reproduzierbar ausführen,Baseline Results,4,AP,AP3
2027-02-08,Montag,6,2027,2,AP3,Baselines und Evaluationspipeline,False-Positive-/False-Negative-Analyse der Baselines durchführen (geplante Etappe 1/4),False-Positive-/False-Negative-Analyse der Baselines durchführen,Baseline Error Analysis,4,AP,AP3
2027-02-09,Dienstag,6,2027,2,AP3,Baselines und Evaluationspipeline,False-Positive-/False-Negative-Analyse der Baselines durchführen (geplante Etappe 1/4),False-Positive-/False-Negative-Analyse der Baselines durchführen,Baseline Error Analysis,8,AP,AP3
2027-02-10,Mittwoch,6,2027,2,AP3,Baselines und Evaluationspipeline,False-Positive-/False-Negative-Analyse der Baselines durchführen (geplante Etappe 2/4),False-Positive-/False-Negative-Analyse der Baselines durchführen,Baseline Error Analysis,8,AP,AP3
2027-02-11,Donnerstag,6,2027,2,AP3,Baselines und Evaluationspipeline,False-Positive-/False-Negative-Analyse der Baselines durchführen (geplante Etappe 3/4),False-Positive-/False-Negative-Analyse der Baselines durchführen,Baseline Error Analysis,8,AP,AP3
2027-02-12,Freitag,6,2027,2,AP3,Baselines und Evaluationspipeline,False-Positive-/False-Negative-Analyse der Baselines durchführen (geplante Etappe 4/4),False-Positive-/False-Negative-Analyse der Baselines durchführen,Baseline Error Analysis,4,AP,AP3
2027-02-12,Freitag,6,2027,2,AP3,Baselines und Evaluationspipeline,Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen (geplante Etappe 1/3),Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen,Baseline Report,4,AP,AP3
2027-02-15,Montag,7,2027,2,AP3,Baselines und Evaluationspipeline,Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen (geplante Etappe 1/3),Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen,Baseline Report,8,AP,AP3
2027-02-16,Dienstag,7,2027,2,AP3,Baselines und Evaluationspipeline,Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen (geplante Etappe 2/3),Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen,Baseline Report,8,AP,AP3
2027-02-17,Mittwoch,7,2027,2,AP3,Baselines und Evaluationspipeline,Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen (geplante Etappe 3/3),Baselinevergleich konsolidieren und stärkste Referenzverfahren festlegen,Baseline Report,4,AP,AP3
2027-02-17,Mittwoch,7,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren (geplante Etappe 1/3)","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren",Extraction Schema,4,AP,AP4
2027-02-18,Donnerstag,7,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren (geplante Etappe 1/3)","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren",Extraction Schema,8,AP,AP4
2027-02-19,Freitag,7,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren (geplante Etappe 2/3)","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren",Extraction Schema,8,AP,AP4
2027-02-22,Montag,8,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren (geplante Etappe 3/3)","Extraktionsschema für Entitäten, Attribute, Zeit, Status und Provenienz spezifizieren",Extraction Schema,4,AP,AP4
2027-02-22,Montag,8,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entitätsextraktion für heterogene Dokumenttypen implementieren und testen (geplante Etappe 1/6),Entitätsextraktion für heterogene Dokumenttypen implementieren und testen,Entity Extraction,4,AP,AP4
2027-02-23,Dienstag,8,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entitätsextraktion für heterogene Dokumenttypen implementieren und testen (geplante Etappe 1/6),Entitätsextraktion für heterogene Dokumenttypen implementieren und testen,Entity Extraction,8,AP,AP4
2027-02-24,Mittwoch,8,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entitätsextraktion für heterogene Dokumenttypen implementieren und testen (geplante Etappe 2/6),Entitätsextraktion für heterogene Dokumenttypen implementieren und testen,Entity Extraction,8,AP,AP4
2027-02-25,Donnerstag,8,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entitätsextraktion für heterogene Dokumenttypen implementieren und testen (geplante Etappe 3/6),Entitätsextraktion für heterogene Dokumenttypen implementieren und testen,Entity Extraction,8,AP,AP4
2027-02-26,Freitag,8,2027,2,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entitätsextraktion für heterogene Dokumenttypen implementieren und testen (geplante Etappe 4/6),Entitätsextraktion für heterogene Dokumenttypen implementieren und testen,Entity Extraction,8,AP,AP4
2027-03-01,Montag,9,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entitätsextraktion für heterogene Dokumenttypen implementieren und testen (geplante Etappe 5/6),Entitätsextraktion für heterogene Dokumenttypen implementieren und testen,Entity Extraction,8,AP,AP4
2027-03-02,Dienstag,9,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entitätsextraktion für heterogene Dokumenttypen implementieren und testen (geplante Etappe 6/6),Entitätsextraktion für heterogene Dokumenttypen implementieren und testen,Entity Extraction,4,AP,AP4
2027-03-02,Dienstag,9,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 1/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,4,AP,AP4
2027-03-03,Mittwoch,9,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 1/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,8,AP,AP4
2027-03-04,Donnerstag,9,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 2/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,8,AP,AP4
2027-03-05,Freitag,9,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 3/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,8,AP,AP4
2027-03-08,Montag,10,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 4/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,8,AP,AP4
2027-03-09,Dienstag,10,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 5/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,8,AP,AP4
2027-03-10,Mittwoch,10,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 6/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,8,AP,AP4
2027-03-11,Donnerstag,10,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 7/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,8,AP,AP4
2027-03-12,Freitag,10,2027,3,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-03-15,Montag,11,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen (geplante Etappe 8/8),Entity-Resolution-Verfahren entwickeln und Namens-/Aliasvarianten untersuchen,Entity Resolution,4,AP,AP4
2027-03-15,Montag,11,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln (geplante Etappe 1/5),Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln,Attribute Normalization,4,AP,AP4
2027-03-16,Dienstag,11,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln (geplante Etappe 1/5),Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln,Attribute Normalization,8,AP,AP4
2027-03-17,Mittwoch,11,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln (geplante Etappe 2/5),Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln,Attribute Normalization,8,AP,AP4
2027-03-18,Donnerstag,11,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln (geplante Etappe 3/5),Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln,Attribute Normalization,8,AP,AP4
2027-03-19,Freitag,11,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln (geplante Etappe 4/5),Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln,Attribute Normalization,8,AP,AP4
2027-03-22,Montag,12,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln (geplante Etappe 5/5),Attribut- und Wertnormalisierung einschließlich numerischer Angaben entwickeln,Attribute Normalization,4,AP,AP4
2027-03-22,Montag,12,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 1/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,4,AP,AP4
2027-03-23,Dienstag,12,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 1/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-03-24,Mittwoch,12,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 2/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-03-25,Donnerstag,12,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 3/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-03-26,Freitag,12,2027,3,,,Feiertag: Karfreitag,Feiertag: Karfreitag,,0,HOLIDAY,Feiertag
2027-03-29,Montag,13,2027,3,,,Feiertag: Ostermontag,Feiertag: Ostermontag,,0,HOLIDAY,Feiertag
2027-03-30,Dienstag,13,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 4/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-03-31,Mittwoch,13,2027,3,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 5/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-04-01,Donnerstag,13,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 6/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-04-02,Freitag,13,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 7/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-04-05,Montag,14,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 8/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,8,AP,AP4
2027-04-06,Dienstag,14,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren (geplante Etappe 9/9),Zeitangaben extrahieren und absolute/relative Zeitbezüge normalisieren,Temporal Normalization,4,AP,AP4
2027-04-06,Dienstag,14,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 1/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,4,AP,AP4
2027-04-07,Mittwoch,14,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 1/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,8,AP,AP4
2027-04-08,Donnerstag,14,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 2/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,8,AP,AP4
2027-04-09,Freitag,14,2027,4,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-04-12,Montag,15,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 3/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,8,AP,AP4
2027-04-13,Dienstag,15,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 4/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,8,AP,AP4
2027-04-14,Mittwoch,15,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 5/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,8,AP,AP4
2027-04-15,Donnerstag,15,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 6/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,8,AP,AP4
2027-04-16,Freitag,15,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Statuszustände und zulässige Statusübergänge modellieren und extrahieren (geplante Etappe 7/7),Statuszustände und zulässige Statusübergänge modellieren und extrahieren,Status Model,4,AP,AP4
2027-04-16,Freitag,15,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Dokumentversion und Provenienz technisch erfassen und verknüpfen (geplante Etappe 1/4),Dokumentversion und Provenienz technisch erfassen und verknüpfen,Provenance Model,4,AP,AP4
2027-04-19,Montag,16,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Dokumentversion und Provenienz technisch erfassen und verknüpfen (geplante Etappe 1/4),Dokumentversion und Provenienz technisch erfassen und verknüpfen,Provenance Model,8,AP,AP4
2027-04-20,Dienstag,16,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Dokumentversion und Provenienz technisch erfassen und verknüpfen (geplante Etappe 2/4),Dokumentversion und Provenienz technisch erfassen und verknüpfen,Provenance Model,8,AP,AP4
2027-04-21,Mittwoch,16,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Dokumentversion und Provenienz technisch erfassen und verknüpfen (geplante Etappe 3/4),Dokumentversion und Provenienz technisch erfassen und verknüpfen,Provenance Model,8,AP,AP4
2027-04-22,Donnerstag,16,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung",Dokumentversion und Provenienz technisch erfassen und verknüpfen (geplante Etappe 4/4),Dokumentversion und Provenienz technisch erfassen und verknüpfen,Provenance Model,4,AP,AP4
2027-04-22,Donnerstag,16,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen (geplante Etappe 1/4)","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen",Component Benchmarks,4,AP,AP4
2027-04-23,Freitag,16,2027,4,,,"Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.","Geplanter Puffer für Administration, Urlaub oder nicht begünstigte Tätigkeiten.",,0,BUFFER,Puffer / kein FuE
2027-04-26,Montag,17,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen (geplante Etappe 1/4)","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen",Component Benchmarks,8,AP,AP4
2027-04-27,Dienstag,17,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen (geplante Etappe 2/4)","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen",Component Benchmarks,8,AP,AP4
2027-04-28,Mittwoch,17,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen (geplante Etappe 3/4)","Komponenten-Benchmarks für Entity-, Zeit- und Statusverarbeitung erstellen",Component Benchmarks,8,AP,AP4
2027-04-29,Donnerstag,17,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen (geplante Etappe 1/4)","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen",Extraction Error Analysis,8,AP,AP4
2027-04-30,Freitag,17,2027,4,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen (geplante Etappe 2/4)","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen",Extraction Error Analysis,8,AP,AP4
2027-05-03,Montag,18,2027,5,AP4,"Entitäts-, Attribut-, Zeit-, Status- und Provenienzverarbeitung","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen (geplante Etappe 3/4)","Fehleranalyse für Matching-, Zeit- und Statusextraktion durchführen",Extraction Error Analysis,8,AP,AP4
